problem,click_depth,filter_depth,iterative_distance,number_filters,query_frequency,relevant_new_info,number_measures,consideration_time,elapsed_time,number_cells,rqp,iterative_precision,click_per_query,view_area_increase,execution_time,number_aggregations,aggregation_depth,iterative_recall,number_queries,expected
dibstudent04--2016-09-25--11-53.log-8,-0.7345136397,3.8658497876,3.2580271479,2.7315723019,-0.4764435375,-1.1041023034,-1.2843878567,0.4022498457,0.0732463789,-0.2304418611,0.8238387035,-1.1869082721,-0.6175567376,-0.1444585767,-0.1280482712,-2.2680503574,-1.8253844716,-1.1503836119,-0.9187272165,0
dibstudent04--2016-09-25--11-53.log-9,-0.4989636035,-0.3753098313,6.7254795212,-0.488242589,-0.4739146757,-0.3220549666,-1.2843878567,2.8844738509,0.1457952029,5.687704776,1.1123560553,-1.1869082721,-0.6175567376,2.4700719009,0.0985130715,0.7085619708,1.1269512348,-1.1503836119,-0.8696258907,0
dibstudent04--2016-09-25--21-22.log-14,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.4372453475,-1.0997531404,-0.1105679236,-0.2817068474,0.1422630985,-0.2205231796,-0.0975554202,-1.1869082721,-0.6175567376,-0.1444585767,-0.1534457171,-1.275846248,-1.3333285205,-1.1503836119,-0.6241192617,0
dibstudent04--2016-09-25--21-22.log-15,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.4312973206,-1.1022081239,-0.1105679236,0.0685223,0.1546954781,-0.2205231796,0.014128716,-1.1869082721,-0.6175567376,-0.1402894834,-0.1405454272,-1.275846248,-1.3333285205,-1.1503836119,-0.5750179359,0
dibstudent04--2016-09-25--21-22.log-16,-0.4989636035,-0.3753098313,1.2766257917,-0.488242589,-0.4287464902,0.3845412492,-1.2843878567,0.0965629557,0.1974733333,-0.170929772,0.1258128522,-1.1869082721,-0.6175567376,-0.1194784589,-0.1530425831,-0.2836421386,-0.3492166184,-1.1503836119,-0.5259166101,0
dibstudent04--2016-09-25--21-22.log-17,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.4266319527,0.3845412492,-1.2843878567,-0.2058205973,0.2426840089,-0.170929772,0.2374969884,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,-0.3492166184,0.956849521,-0.4768152843,0
dibstudent04--2016-09-25--21-22.log-18,0.6787865775,-0.3753098313,1.2766257917,-0.488242589,-0.4219863296,-1.0903388996,-0.1105679236,-0.0087818208,0.2616388074,-0.2205231796,0.3491811246,-1.1869082721,-0.291077698,-0.1444585767,-0.1594927281,-1.275846248,-1.3333285205,-1.1503836119,-0.4277139585,0
dibstudent04--2016-09-25--21-22.log-19,0.4432365413,-0.3753098313,-0.2094252255,-0.488242589,-0.4192960308,0.0804175182,1.0632520095,-0.1068260715,0.2977908586,-0.2106044981,0.4608652608,-0.1248170664,-0.291077698,-0.140296179,-0.1280482712,-1.275846248,-1.3333285205,0.956849521,-0.3786126327,0
dibstudent04--2016-09-25--21-22.log-2,0.6787865775,-0.3753098313,0.7812754526,-0.488242589,-0.4687997917,-0.4188484043,1.0632520095,-0.348874701,-0.6274543137,-0.1180301373,-1.4377650546,-1.1869082721,0.0354013416,-0.0949406227,-0.0526622017,-0.2836421386,0.1428393326,-1.1503836119,-1.2133351713,1
dibstudent04--2016-09-25--21-22.log-20,0.2076865051,-0.3753098313,-0.2094252255,-0.488242589,-0.4158710312,-0.9057315746,-0.1105679236,-0.2171333955,0.3253554072,-0.2205231796,0.572549397,0.9372741394,0.0354013416,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,-0.0967670454,-0.3295113069,0
dibstudent04--2016-09-25--21-22.log-21,-0.0278635311,-0.3753098313,-0.2094252255,-0.488242589,-0.4115855447,-0.0070834176,1.0632520095,-0.0905658097,0.3433496409,-0.2106044981,0.6842335332,-0.1248170664,-0.291077698,-0.1402971337,-0.1530425831,-1.275846248,-1.3333285205,0.956849521,-0.2804099811,0
dibstudent04--2016-09-25--21-22.log-22,-0.2634135673,-0.3753098313,-0.2094252255,-0.488242589,-0.4085960162,-0.4537747323,2.2370719425,-0.2805303164,0.3723445675,-0.2006858165,0.7959176694,0.2292133355,-0.291077698,-0.140298088,-0.1469955721,-1.275846248,-1.3333285205,0.956849521,-0.2313086553,0
dibstudent04--2016-09-25--21-22.log-23,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,-0.4039679027,0.0627773661,1.0632520095,-0.2960816429,0.3848384546,-0.2106044981,0.9076018056,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,0.2544384767,-0.1822073295,0
dibstudent04--2016-09-25--21-22.log-24,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.399279342,-0.8110726777,-0.1105679236,0.1184796166,0.3960027315,-0.2205231796,1.0192859418,0.9372741394,-0.6175567376,-0.1444585767,-0.1469955721,-1.275846248,-1.3333285205,-0.0967670454,-0.1331060037,0
dibstudent04--2016-09-25--21-22.log-25,-0.2634135673,-0.3753098313,0.7812754526,-0.488242589,-0.3986866922,-0.90942997,-0.1105679236,-0.1388940834,0.4434630135,-0.0618242753,1.130970078,-1.1869082721,-0.291077698,-0.074004931,-0.0458089226,-0.2836421386,0.1428393326,-1.1503836119,-0.0840046779,1
dibstudent04--2016-09-25--21-22.log-26,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,-0.3957286577,-0.90942997,-0.1105679236,1.4036738228,0.4682858952,-0.0618242753,1.2426542142,0.9372741394,-0.291077698,-0.1444585767,-0.1405454272,-0.2836421386,0.1428393326,0.956849521,-0.0349033521,1
dibstudent04--2016-09-25--21-22.log-27,-0.7345136397,-0.021879863,-0.2094252255,-0.1304853789,-0.4060948212,-0.2797575679,-0.1105679236,-0.180841939,0.6269426891,-0.2205231796,1.3543383504,0.9372741394,-0.6175567376,-0.1444585767,-0.1405454272,-0.2836421386,0.1428393326,-1.0264287217,0.0141979737,1
dibstudent04--2016-09-25--21-22.log-28,-0.2634135673,-0.021879863,0.7812754526,-0.1304853789,-0.4030538654,-0.4078749693,-0.1105679236,-0.2456416469,0.6483512467,-0.1213363644,1.4660224866,-1.1869082721,-0.291077698,-0.0989851871,-0.0712063685,0.7085619708,1.6190071858,-1.1503836119,0.0632992995,1
dibstudent04--2016-09-25--21-22.log-29,-0.4989636035,-0.021879863,-0.7047755645,-0.1304853789,-0.3995623564,-0.4078749693,-0.1105679236,-0.2458829866,0.6639741675,-0.1213363644,1.5777066228,0.9372741394,-0.291077698,-0.1444585767,-0.1215981263,0.7085619708,1.6190071858,0.956849521,0.1124006253,1
dibstudent04--2016-09-25--21-22.log-3,0.4432365413,-0.3753098313,-0.7047755645,-0.488242589,-0.4451267439,-0.4188484043,1.0632520095,-0.1881424647,-0.620807571,-0.1180301373,-1.3260809184,0.9372741394,0.0354013416,-0.1444585767,-0.1276451372,-0.2836421386,0.1428393326,0.956849521,-1.1642338455,1
dibstudent04--2016-09-25--21-22.log-30,-0.7345136397,0.0959301264,-0.2094252255,0.2272718312,-0.3961385641,-0.0905644008,-0.1105679236,-0.4242933554,0.6795957797,-0.2106044981,1.689390759,0.9372741394,-0.6175567376,-0.1444585767,-0.1155511153,0.7085619708,1.6190071858,-0.767250315,0.1615019511,1
dibstudent04--2016-09-25--21-22.log-4,0.2076865051,-0.3753098313,-0.7047755645,-0.488242589,-0.4277095024,-0.4188484043,1.0632520095,-0.2324584661,-0.6002575018,-0.1180301373,-1.2143967822,0.9372741394,0.0354013416,-0.1444585767,-0.1405454272,-0.2836421386,0.1428393326,0.956849521,-1.1151325197,1
dibstudent04--2016-09-25--21-22.log-5,-0.0278635311,-0.3753098313,-0.7047755645,-0.488242589,-0.4108570647,-0.4188484043,1.0632520095,-0.3974292307,-0.5835313709,-0.1180301373,-1.102712646,0.9372741394,0.0354013416,-0.1444585767,-0.1340952822,-0.2836421386,0.1428393326,0.956849521,-1.0660311939,1
dibstudent04--2016-09-25--21-22.log-6,-0.2634135673,-0.3753098313,-0.7047755645,-0.488242589,-0.3894453479,-0.4188484043,1.0632520095,1.3631287541,-0.5808930891,-0.1180301373,-0.9910285098,0.9372741394,0.0354013416,-0.1444585767,-0.0647562235,-0.2836421386,0.1428393326,0.956849521,-1.0169298681,1
dibstudent04--2016-09-25--21-22.log-7,-0.4989636035,-0.021879863,-0.2094252255,-0.1304853789,-0.4223882688,0.9705270791,1.0632520095,1.7915972136,-0.4257958818,-0.2238294067,-0.8793443736,0.9372741394,-0.6175567376,-0.1444585767,-0.1534457171,-0.2836421386,0.1428393326,-1.0264287217,-0.9678285423,1
dibstudent04--2016-09-25--21-22.log-8,-0.7345136397,-0.021879863,-0.7047755645,-0.1304853789,-0.445506861,0.9705270791,1.0632520095,-0.1999228586,-0.2335232422,-0.2238294067,-0.7676602374,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,0.1428393326,0.956849521,-0.9187272165,1
dibstudent04--2016-09-25--21-22.log-9,-0.7345136397,-0.3753098313,2.7626768088,-0.488242589,-0.4383369189,-0.6088476636,1.0632520095,2.4999141321,-0.2074728266,1.7070072614,-0.6559761012,-1.1869082721,-0.6175567376,0.6706535631,1.8686747367,-0.2836421386,0.1428393326,-1.1503836119,-0.8696258907,0
dibstudent04--2016-09-25--21-46.log-32,-0.2634135673,-0.3753098313,2.2673264698,-0.488242589,-0.3287217751,-0.3023763967,-0.1105679236,-0.0083142252,0.2534857838,-0.1659704312,-0.5826833868,-1.1869082721,-0.291077698,-0.1182614693,-0.0901536694,-1.275846248,-0.3492166184,-1.1503836119,0.2597046027,0
dibstudent04--2016-09-25--21-46.log-33,-0.4989636035,-0.021879863,-0.2094252255,-0.1304853789,-0.3287775299,-1.1041023034,-0.1105679236,-0.2958403032,0.2896168962,-0.2287887475,-0.5466187178,0.9372741394,-0.291077698,-0.1444585767,-0.1469955721,-1.275846248,-0.3492166184,-1.0963519931,0.3088059285,0
dibstudent04--2016-09-25--21-46.log-34,-0.7345136397,-0.021879863,-0.2094252255,-0.1304853789,-0.3244715311,-1.1035191146,-0.1105679236,-0.1080026026,0.3011292797,-0.2271356339,-0.5105540488,-1.1869082721,-0.6175567376,-0.1431152348,-0.0462120567,-0.2836421386,0.1428393326,-1.1503836119,0.3579072543,0
dibstudent04--2016-09-25--21-46.log-35,-0.7345136397,-0.3753098313,1.2766257917,-0.488242589,-0.3231164731,-1.0034863599,-0.1105679236,-0.277468319,0.328591752,-0.2271356339,-0.4744893798,-1.1869082721,-0.6175567376,-0.1431153343,-0.1530425831,-1.275846248,-1.3333285205,-1.1503836119,0.4070085801,0
dibstudent04--2016-09-25--21-46.log-36,-0.7345136397,-0.3753098313,1.2766257917,-0.488242589,-0.3192944085,-1.0110439468,-0.1105679236,-0.1980373922,0.3417805437,0.7382827002,-0.4384247109,-1.1869082721,-0.291077698,0.2407549324,-0.0208146108,-0.2836421386,0.6348952837,-1.1503836119,0.4561099059,0
dibstudent04--2016-09-25--21-46.log-37,-0.7345136397,-0.3753098313,1.2766257917,-0.488242589,-0.3167077809,-1.0034863599,-0.1105679236,-0.3611226905,0.3614302468,-0.2271356339,-0.4023600419,-1.1869082721,-0.6175567376,-0.1444585767,-0.1534457171,-1.275846248,-1.3333285205,-1.1503836119,0.5052112317,0
dibstudent04--2016-09-25--21-46.log-38,-0.7345136397,-0.3753098313,0.7812754526,-0.488242589,-0.3117280699,-1.0110439468,-0.1105679236,-0.1386527437,0.3672996387,0.7382827002,-0.3662953729,-1.1869082721,-0.6175567376,0.2327458809,-0.0397619117,-0.2836421386,0.1428393326,-1.1503836119,0.5543125575,0
dibstudent04--2016-09-25--21-46.log-39,-0.7345136397,-0.3753098313,0.7812754526,-0.488242589,-0.3102303746,-1.0034863599,-0.1105679236,-0.2758091086,0.3921028903,-0.2271356339,-0.3302307039,-1.1869082721,-0.6175567376,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,-1.1503836119,0.6034138833,0
dibstudent04--2016-09-25--21-46.log-4,0.4432365413,-0.3753098313,-0.7047755645,-0.488242589,-0.1446513509,0.221082857,-0.1105679236,-0.4068565625,-0.8314840584,0.1100995376,-1.5924941183,0.9372741394,0.0354013416,-0.1444585767,-0.1465924381,-0.2836421386,0.1428393326,0.956849521,-1.1151325197,1
dibstudent04--2016-09-25--21-46.log-40,1.8565367584,-0.3753098313,0.7812754526,-0.488242589,-0.3066993595,-1.0647304693,-0.1105679236,-0.297031918,0.4051896057,-0.1742359992,-0.2941660349,-1.1869082721,-0.291077698,-0.122599363,-0.0966038144,-0.2836421386,0.1428393326,-1.1503836119,0.6525152091,1
dibstudent04--2016-09-25--21-46.log-41,1.6209867222,-0.021879863,-0.2094252255,-0.1304853789,-0.3028818388,-0.9702156005,-0.1105679236,-0.139587935,0.4163133138,-0.2271356339,-0.258101366,0.9372741394,-0.291077698,-0.1444585767,-0.1340952822,-0.2836421386,0.1428393326,-1.0264287217,0.7016165349,1
dibstudent04--2016-09-25--21-46.log-42,1.3854366861,-0.021879863,-0.2094252255,-0.1304853789,-0.3016016791,-1.0167570638,1.0632520095,-0.2517807253,0.4411375042,-0.2238294067,-0.222036697,-0.1248170664,0.0354013416,-0.1431728318,-0.1215981263,-0.2836421386,0.1428393326,0.956849521,0.7507178607,1
dibstudent04--2016-09-25--21-46.log-43,1.1498866499,-0.021879863,-0.2094252255,-0.1304853789,-0.2986219727,0.9459909214,2.2370719425,0.3866985192,0.4561453494,-0.2205231796,-0.185972028,0.2292133355,-0.291077698,-0.1444585767,-0.1469955721,-0.2836421386,0.1428393326,0.956849521,0.7998191865,1
dibstudent04--2016-09-25--21-46.log-44,0.9143366137,-0.021879863,-0.7047755645,-0.1304853789,-0.3052550598,0.9459909214,2.2370719425,0.3914046432,0.5265479521,-0.2205231796,-0.149907359,0.9372741394,-0.291077698,-0.1444585767,-0.1469955721,-0.2836421386,0.1428393326,0.956849521,0.8489205123,1
dibstudent04--2016-09-25--21-46.log-45,0.6787865775,-0.021879863,-0.2094252255,-0.1304853789,-0.3113390594,0.7859930997,1.0632520095,-0.4045035005,0.597360169,-0.2238294067,-0.11384269,0.9372741394,-0.291077698,-0.1444585767,-0.1465924381,-0.2836421386,0.1428393326,0.2544384767,0.8980218381,1
dibstudent04--2016-09-25--21-46.log-46,0.4432365413,-0.021879863,-0.2094252255,-0.1304853789,-0.3064994953,-0.9835947237,-0.1105679236,-0.1725911382,0.5990980848,-0.2271356339,-0.0777780211,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,-0.2836421386,0.1428393326,-0.0967670454,0.9471231639,1
dibstudent04--2016-09-25--21-46.log-47,0.2076865051,-0.021879863,-0.2094252255,-0.1304853789,-0.3144284188,-0.9146734215,-0.1105679236,-0.3627819009,0.6848972081,-0.1725828856,-0.0417133521,-1.1869082721,0.6883594209,-0.1219859105,19.5436845406,0.7085619708,0.6348952837,-1.1503836119,0.9962244897,1
dibstudent04--2016-09-25--21-46.log-48,-0.0278635311,-0.021879863,-0.2094252255,-0.1304853789,-0.3104099012,1.6441925169,1.0632520095,-0.2744063217,0.6904800009,-0.1130707965,-0.0056486831,-0.1397760975,-0.6175567376,-0.1213732465,-0.0837035244,0.7085619708,0.6348952837,0.956849521,1.0453258155,1
dibstudent04--2016-09-25--21-46.log-49,-0.2634135673,-0.021879863,-0.7047755645,-0.1304853789,-0.3075229725,1.6441925169,1.0632520095,-0.3931907024,0.7035667162,-0.1130707965,0.0304159859,0.9372741394,-0.6175567376,-0.1444585767,-0.1340952822,0.7085619708,0.6348952837,0.956849521,1.0944271413,1
dibstudent04--2016-09-25--21-46.log-5,0.2076865051,-0.3753098313,-0.7047755645,-0.488242589,-0.0728514538,0.221082857,-0.1105679236,-0.3245898943,-0.8297265125,0.1100995376,-1.5564294493,0.9372741394,0.0354013416,-0.1444585767,-0.0841066585,-0.2836421386,0.1428393326,0.956849521,-1.0660311939,1
dibstudent04--2016-09-25--21-46.log-50,-0.4989636035,-0.021879863,-0.7047755645,-0.1304853789,-0.3031513832,1.6441925169,1.0632520095,-0.3941258937,0.7063070744,-0.1130707965,0.0664806549,0.9372741394,-0.6175567376,-0.1444585767,-0.1465924381,0.7085619708,0.6348952837,0.956849521,1.1435284671,1
dibstudent04--2016-09-25--21-46.log-51,-0.7345136397,-0.021879863,-0.7047755645,-0.1304853789,-0.2987851193,1.6441925169,1.0632520095,2.2052232818,0.7089859251,-0.1130707965,0.1025453239,0.9372741394,-0.6175567376,-0.1444585767,-0.1405454272,0.7085619708,0.6348952837,0.956849521,1.1926297929,1
dibstudent04--2016-09-25--21-46.log-52,-0.0278635311,-0.021879863,0.2859251136,-0.1304853789,-0.3249810951,1.0083129164,1.0632520095,-0.394834829,0.9378189214,-0.0320682308,0.1386099928,-1.1869082721,0.3618803812,-0.0678324842,0.0545714587,1.7007660802,1.6190071858,-1.1503836119,1.2417311187,1
dibstudent04--2016-09-25--21-46.log-53,-0.2634135673,-0.021879863,-0.2094252255,-0.1304853789,-0.3211613013,1.9331509976,-0.1105679236,-0.4085006892,0.9408040012,-0.1279488188,0.1746746618,0.9372741394,-0.291077698,-0.1444585767,-0.0272647558,1.7007660802,1.6190071858,-0.0616464932,1.2908324445,1
dibstudent04--2016-09-25--21-46.log-54,-0.4989636035,-0.021879863,-0.7047755645,-0.1304853789,-0.3171608214,1.9331509976,-0.1105679236,-0.3978968264,0.9422147491,-0.1279488188,0.2107393308,0.9372741394,-0.291077698,-0.1444585767,-0.1469955721,1.7007660802,1.6190071858,0.956849521,1.3399337703,1
dibstudent04--2016-09-25--21-46.log-55,-0.7345136397,-0.021879863,-0.7047755645,-0.1304853789,-0.3132886516,1.9331509976,-1.2843878567,-0.346747895,0.9446070007,-0.1279488188,0.2468039998,0.9372741394,-0.291077698,-0.1444585767,-0.1280482712,1.7007660802,1.6190071858,0.956849521,1.3890350961,1
dibstudent04--2016-09-25--21-46.log-57,-0.7345136397,-0.021879863,4.248727826,-0.1304853789,-0.306767066,0.7306887043,-1.2843878567,-0.0387079429,0.9587367273,-0.2139107252,0.3189333377,-1.1869082721,-0.6175567376,-0.1380829426,-0.1344984162,0.7085619708,1.1269512348,-1.1503836119,1.4872377477,0
dibstudent04--2016-09-25--21-46.log-58,-0.4989636035,-0.1396898524,3.7533774869,0.2272718312,-0.3068862393,-0.9478949966,-0.1105679236,0.2080468106,0.9922308666,-0.1742359992,0.3549980067,-1.1869082721,-0.6175567376,-0.1444585767,-0.1469955721,-0.2836421386,0.1428393326,-1.1503836119,1.5363390735,0
dibstudent04--2016-09-25--21-46.log-59,-0.7345136397,-0.1396898524,-0.7047755645,0.2272718312,-0.3129763251,-0.8712571264,-0.1105679236,12.9878283032,1.0757201847,0.7316702458,0.3910626757,-1.0628151416,-0.6175567376,0.1983249175,8.659064873,-0.2836421386,0.1428393326,0.956849521,1.5854403993,0
dibstudent04--2016-09-25--21-46.log-6,-0.0278635311,-0.3753098313,-0.7047755645,-0.488242589,-0.0384766429,0.221082857,-0.1105679236,-0.2958403032,-0.8210565636,0.1100995376,-1.5203647803,0.9372741394,0.0354013416,-0.1444585767,-0.1534457171,-0.2836421386,0.1428393326,0.956849521,-1.0169298681,1
dibstudent04--2016-09-25--21-46.log-60,-0.4989636035,-0.3753098313,2.2673264698,-0.488242589,-0.3963200221,-0.4788840776,-1.2843878567,0.0965629557,2.2396892929,-0.2205231796,0.4271273447,-1.1869082721,-0.6175567376,-0.140706249,-0.0587092126,-0.2836421386,-0.8412725695,-1.1503836119,1.6345417251,0
dibstudent04--2016-09-25--21-46.log-61,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.396005471,-0.4788840776,-1.2843878567,-0.2041613869,2.2848986598,-0.2205231796,0.4631920137,0.9372741394,-0.6175567376,-0.1444585767,-0.1534457171,-0.2836421386,-0.8412725695,0.956849521,1.6836430509,0
dibstudent04--2016-09-25--21-46.log-62,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.3944889856,-0.3880969964,-1.2843878567,1.7892441516,2.3041609962,-0.0618242753,0.4992566826,-1.1869082721,-0.6175567376,-0.0914558999,-0.1091009703,-0.2836421386,0.1428393326,-1.1503836119,1.7327443767,0
dibstudent04--2016-09-25--21-46.log-63,-0.7345136397,-0.1396898524,2.7626768088,0.2272718312,-0.401752798,-0.8712571264,-0.1105679236,-0.3163541772,2.5202357537,0.7316702458,0.5353213516,-1.1869082721,-0.6175567376,0.2113367402,7.2420486459,0.7085619708,1.6190071858,-1.1503836119,1.7818457025,0
dibstudent04--2016-09-25--21-46.log-64,-0.7345136397,-0.1396898524,0.7812754526,0.2272718312,-0.4009031657,-0.8712571264,-0.1105679236,-0.1930899285,2.5536880155,0.7316702458,0.5713860206,-1.1869082721,-0.6175567376,-0.1444585767,7.2605928128,-0.2836421386,0.1428393326,-1.1503836119,1.8309470283,0
dibstudent04--2016-09-25--21-46.log-65,-0.4989636035,-0.3753098313,0.7812754526,-0.488242589,-0.4005917694,-1.0452303847,-0.1105679236,-0.3762215051,2.5997166109,0.2820233505,0.6074506896,-1.1869082721,-0.6175567376,0.0430952431,7.8402995936,-1.275846248,-0.3492166184,-1.1503836119,1.8800483541,0
dibstudent04--2016-09-25--21-46.log-66,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.398557192,-1.0916429638,-0.1105679236,-0.3283759108,2.6039292245,-0.2023389301,0.6435153586,0.9372741394,-0.6175567376,-0.1444585767,-0.1465924381,-1.275846248,-0.3492166184,-1.0348256659,1.9291496799,0
dibstudent04--2016-09-25--21-46.log-67,-0.7345136397,-0.3753098313,1.2766257917,-0.488242589,-0.396704153,-0.8110726777,-0.1105679236,0.7211199166,2.6123125744,-0.2205231796,0.6795800276,-1.1869082721,-0.291077698,-0.1444585767,-0.1405454272,-1.275846248,-1.3333285205,-1.1503836119,1.9782510057,0
dibstudent04--2016-09-25--21-46.log-68,1.1498866499,-0.3753098313,1.2766257917,-0.488242589,-0.3987242722,-0.816787553,-0.1105679236,1.0371844135,2.7134885883,2.4690926245,0.7156446965,-1.1869082721,0.0354013416,0.4890576883,0.3948166069,-0.2836421386,0.6348952837,-1.1503836119,2.0273523315,1
dibstudent04--2016-09-25--21-46.log-69,0.9143366137,-0.3753098313,-0.7047755645,-0.488242589,-0.401645148,-0.816787553,-0.1105679236,-0.3135184358,2.8407568953,2.4690926245,0.7517093655,0.9372741394,0.0354013416,-0.1444585767,-0.0147675999,-0.2836421386,0.6348952837,0.956849521,2.0764536573,1
dibstudent04--2016-09-25--21-46.log-7,-0.2634135673,-0.2574998419,-0.2094252255,-0.1304853789,-0.0208928539,0.8566692747,-0.1105679236,-0.3578344372,-0.8098098404,-0.1676235448,-1.4843001113,0.9372741394,-0.291077698,-0.1444585767,-0.1280482712,-0.2836421386,0.1428393326,-0.7616707039,-0.9678285423,1
dibstudent04--2016-09-25--21-46.log-70,0.6787865775,-0.2574998419,-0.2094252255,-0.1304853789,-0.3999617472,-0.8315981151,-0.1105679236,-0.276518044,2.850694947,0.1977145576,0.7877740345,0.9372741394,0.0354013416,-0.1444585767,-0.0587092126,-0.2836421386,0.6348952837,-0.8161684365,2.1255549831,1
dibstudent04--2016-09-25--21-46.log-71,0.4432365413,-0.2574998419,-0.7047755645,-0.1304853789,-0.3984126647,-0.8315981151,-0.1105679236,0.3824449071,2.8638431699,0.1977145576,0.8238387035,0.9372741394,0.0354013416,-0.1444585767,-0.0587092126,-0.2836421386,0.6348952837,0.956849521,2.1746563089,1
dibstudent04--2016-09-25--21-46.log-72,0.2076865051,0.2137401158,-0.2094252255,0.2272718312,-0.3990777165,-1.1041023034,-0.1105679236,-0.2343288487,2.9338570972,-0.2287887475,0.8599033725,0.9372741394,0.0354013416,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,-1.1422475766,2.2237576347,1
dibstudent04--2016-09-25--21-46.log-73,-0.0278635311,0.2137401158,-0.2094252255,0.2272718312,-0.3976952457,3.0710252964,1.0632520095,0.7373801785,2.9504000141,-0.2271356339,0.8959680414,-0.1248170664,-0.291077698,-0.1438747096,-0.1405454272,-0.2836421386,0.6348952837,0.956849521,2.2728589605,1
dibstudent04--2016-09-25--21-46.log-74,-0.2634135673,0.2137401158,-0.7047755645,0.2272718312,-0.399507262,3.0710252964,1.0632520095,-0.3182396436,3.0512697988,-0.2271356339,0.9320327104,0.9372741394,-0.291077698,-0.1444585767,-0.1340952822,-0.2836421386,0.6348952837,0.956849521,2.3219602863,1
dibstudent04--2016-09-25--21-46.log-75,-0.4989636035,-0.2574998419,-0.2094252255,-0.1304853789,-0.3988813099,-0.4540478741,1.0632520095,1.7899530869,3.0872373274,0.6258709763,0.9680973794,-1.1787067956,0.0354013416,0.0049387027,8.0858082372,-0.2836421386,0.6348952837,0.956849521,2.3710616121,1
dibstudent04--2016-09-25--21-46.log-76,-0.7345136397,0.2137401158,-0.2094252255,0.2272718312,-0.4037689388,3.8141433638,1.0632520095,-0.2494276633,3.2793673218,-0.2271356339,1.0041620484,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,-1.1422475766,2.4201629379,1
dibstudent04--2016-09-25--21-46.log-77,-0.7345136397,0.2137401158,1.2766257917,0.2272718312,-0.4024399657,3.8141433638,1.0632520095,-0.348874701,3.2947023349,-0.2271356339,1.0402267174,-1.1869082721,-0.6175567376,-0.1433005322,-0.1091009703,0.7085619708,2.6031190879,-1.1503836119,2.4692642637,1
dibstudent04--2016-09-25--21-46.log-78,-0.7345136397,0.2137401158,1.2766257917,0.2272718312,-0.4008190861,3.8141433638,1.0632520095,3.1906132529,3.3012666313,-0.2271356339,1.0762913863,-1.1869082721,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,-1.1503836119,2.5183655895,1
dibstudent04--2016-09-25--21-46.log-82,-0.4989636035,-0.3753098313,0.7812754526,-0.488242589,-0.4111054978,-0.8110726777,-0.1105679236,-0.3125832445,3.8529737607,-0.2205231796,1.2205500623,-1.1869082721,-0.291077698,-0.1444585767,-0.1534457171,-1.275846248,-1.3333285205,-1.1503836119,2.7147708927,0
dibstudent04--2016-09-25--21-46.log-83,-0.7345136397,-0.2574998419,-0.2094252255,-0.1304853789,-0.409751675,-1.1041023034,-0.1105679236,-0.2868956508,3.8626867208,-0.2287887475,1.2566147313,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,-0.7991780897,2.7638722185,1
dibstudent04--2016-09-25--21-46.log-84,0.2076865051,-0.2574998419,0.2859251136,-0.1304853789,-0.4084779926,-0.8315981151,-0.1105679236,2.1173152983,3.8749960853,0.1977145576,1.2926794002,-1.1869082721,-0.291077698,0.0033383807,-0.0397619117,-0.2836421386,-0.3492166184,-1.1503836119,2.8129735443,1
dibstudent04--2016-09-25--21-46.log-85,-0.0278635311,-0.2574998419,-0.7047755645,-0.1304853789,-0.4129850939,-0.8315981151,-0.1105679236,-0.4129805573,4.0955281781,0.1977145576,1.3287440692,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,-0.2836421386,-0.3492166184,0.956849521,2.8620748701,1
dibstudent04--2016-09-25--21-46.log-86,-0.2634135673,-0.2574998419,-0.7047755645,-0.1304853789,-0.4114591426,-0.8315981151,-0.1105679236,-0.2715705802,4.0965306205,0.1977145576,1.3648087382,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,-0.2836421386,-0.3492166184,0.956849521,2.9111761959,1
dibstudent04--2016-09-25--21-46.log-87,-0.4989636035,-0.021879863,-0.2094252255,0.2272718312,-0.4102680624,-1.1041023034,-0.1105679236,-0.1332226006,4.1098620575,-0.2287887475,1.4008734072,0.9372741394,-0.291077698,-0.1444585767,-0.1344984162,-0.2836421386,-0.3492166184,-1.1422475766,2.9602775217,1
