problem,click_depth,filter_depth,iterative_distance,number_filters,query_frequency,relevant_new_info,number_measures,consideration_time,elapsed_time,number_cells,rqp,iterative_precision,click_per_query,view_area_increase,execution_time,number_aggregations,aggregation_depth,iterative_recall,number_queries,expected
dibstudent03--2016-09-25--15-56.log-45,-0.4989636035,0.0959301264,-0.7047755645,0.9427862514,-0.2859075725,0.1823228532,-0.1105679236,-0.4066152228,0.4484647561,-0.151092409,1.1764710224,0.9372741394,-0.291077698,-0.1444585767,-0.1405454272,0.7085619708,-0.3492166184,0.956849521,0.8980218381,1
dibstudent03--2016-09-25--15-56.log-6,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.3637630444,-1.0419579958,-0.1105679236,-0.2312668513,-0.6297444889,-0.2106044981,-1.3240126936,-1.1869082721,-0.6175567376,0.2011129376,-0.0966038144,-0.2836421386,-0.8412725695,-1.1503836119,-1.0169298681,0
dibstudent03--2016-09-25--15-56.log-7,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.3487385985,-0.4127776659,-1.2843878567,-0.2770007234,-0.6129974192,-0.2106044981,-1.2598977266,-1.1869082721,2.3207546189,-0.1444585767,-0.1594927281,-0.2836421386,-0.8412725695,-1.1503836119,-0.9678285423,0
dibstudent03--2016-09-25--15-56.log-8,-0.2634135673,-0.3753098313,0.2859251136,-0.488242589,-0.3327950288,-0.9571756866,-0.1105679236,-0.1652755287,-0.600033719,-0.2106044981,-1.1957827595,-1.1869082721,-0.291077698,0.194653657,-0.1026508254,-0.2836421386,-0.8412725695,-1.1503836119,-0.9187272165,0
dibstudent03--2016-09-25--15-56.log-9,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,-0.3243551969,-1.0141329955,1.0632520095,-0.366085238,-0.5773976274,-0.190767135,-1.1316677924,-0.1248170664,-0.291077698,0.1884314142,-0.1091009703,-0.2836421386,-0.8412725695,0.956849521,-0.8696258907,0
dibstudent03--2016-09-25--16-20.log-20,-0.2634135673,-0.3753098313,-0.2094252255,-0.488242589,0.1956426322,-0.026463351,-0.1105679236,-0.397187891,-0.707794968,-0.2238294067,-0.258101366,-1.1869082721,1.9942755793,-0.1444585767,-0.1534457171,-0.2836421386,-0.8412725695,-1.1503836119,-0.3295113069,0
dibstudent03--2016-09-25--16-20.log-21,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,0.2227167146,-0.026463351,-0.1105679236,-0.4042621608,-0.7054223465,-0.2238294067,-0.185972028,0.9372741394,1.9942755793,-0.1444585767,-0.1530425831,-0.2836421386,-0.8412725695,0.956849521,-0.2804099811,0
dibstudent03--2016-09-25--16-20.log-22,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,0.2514671667,-0.026463351,-0.1105679236,-0.1516096685,-0.7036844307,-0.2238294067,-0.11384269,0.9372741394,1.9942755793,-0.1444585767,-0.1594927281,-0.2836421386,-0.8412725695,0.956849521,-0.2313086553,0
dibstudent03--2016-09-25--16-20.log-23,-0.0278635311,-0.3753098313,0.7812754526,-0.488242589,0.2063991005,1.0938145446,-0.1105679236,-0.3875192195,-0.6798626827,-0.170929772,-0.0417133521,-1.1869082721,0.0354013416,0.3891444969,-0.1091009703,0.7085619708,0.6348952837,-1.1503836119,-0.1822073295,0
dibstudent03--2016-09-25--16-20.log-24,-0.2634135673,-0.3753098313,-0.7047755645,-0.488242589,0.2262065137,1.0938145446,-0.1105679236,-0.370565106,-0.6761408209,-0.170929772,0.0304159859,0.9372741394,0.0354013416,-0.1444585767,0.004179701,0.7085619708,0.6348952837,0.956849521,-0.1331060037,0
dibstudent03--2016-09-25--16-20.log-25,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,0.2417289295,0.6731859875,-0.1105679236,-0.4051973521,-0.6712136726,0.0175251768,0.1025453239,-1.1869082721,-0.6175567376,1.8361641857,-0.0776565135,1.7007660802,1.1269512348,-1.1503836119,-0.0840046779,0
dibstudent03--2016-09-25--16-20.log-26,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,0.2642498055,0.6731859875,-0.1105679236,-0.3929493627,-0.6687389747,0.0175251768,0.1746746618,0.9372741394,-0.6175567376,-0.1444585767,0.0924660605,1.7007660802,1.1269512348,0.956849521,-0.0349033521,0
dibstudent03--2016-09-25--16-20.log-27,3.0342869394,-0.3753098313,0.7812754526,-0.488242589,0.2842730622,-0.0792817142,-0.1105679236,-0.3238960427,-0.665609941,-0.1973795894,0.2468039998,-1.1869082721,2.6472336585,-0.1444585767,-0.0333117667,0.7085619708,-0.3492166184,-1.1503836119,0.0141979737,0
dibstudent03--2016-09-25--16-20.log-28,2.7987369032,-0.3753098313,-0.7047755645,-0.488242589,0.2862892529,-0.0792817142,-0.1105679236,-0.4110950909,-0.6568784845,-0.1973795894,0.3189333377,0.9372741394,2.6472336585,-0.1444585767,-0.1530425831,0.7085619708,-0.3492166184,0.956849521,0.0632992995,1
dibstudent03--2016-09-25--16-20.log-29,2.563186867,-0.3753098313,-0.7047755645,-0.488242589,0.311329473,-0.0792817142,-0.1105679236,-0.4080330935,-0.6557137669,-0.1973795894,0.3910626757,0.9372741394,2.6472336585,-0.1444585767,-0.1534457171,0.7085619708,-0.3492166184,0.956849521,0.1124006253,1
dibstudent03--2016-09-25--16-20.log-3,-0.2634135673,-0.3753098313,-0.2094252255,-0.488242589,0.6402272199,-0.0792817142,-0.1105679236,-0.392481767,-0.9022543978,-0.1973795894,-1.4843001113,-1.1869082721,3.9531498169,0.1617440309,-0.1405454272,0.7085619708,-0.3492166184,-1.1503836119,-1.1642338455,0
dibstudent03--2016-09-25--16-20.log-30,2.3276368308,-0.3753098313,-0.7047755645,-0.488242589,0.3352976145,-0.0792817142,-0.1105679236,-0.3856488369,-0.6542820802,-0.1973795894,0.4631920137,0.9372741394,2.6472336585,-0.1444585767,-0.1530425831,0.7085619708,-0.3492166184,0.956849521,0.1615019511,1
dibstudent03--2016-09-25--16-20.log-31,2.0920867946,-0.3753098313,-0.7047755645,-0.488242589,0.3525512542,-0.0792817142,-0.1105679236,-0.3809276291,-0.6508677562,-0.1973795894,0.5353213516,0.9372741394,2.6472336585,-0.1444585767,-0.1405454272,0.7085619708,-0.3492166184,0.956849521,0.2106032769,1
dibstudent03--2016-09-25--16-20.log-32,1.8565367584,-0.3753098313,-0.7047755645,-0.488242589,0.3681848431,-0.0792817142,-0.1105679236,-0.0802032865,-0.6470843868,-0.1973795894,0.6074506896,0.9372741394,2.6472336585,-0.1444585767,-0.1530425831,0.7085619708,-0.3492166184,0.956849521,0.2597046027,1
dibstudent03--2016-09-25--16-20.log-5,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,0.9586279814,-0.0792817142,-0.1105679236,-0.1480649918,-0.8974502646,-0.1973795894,-1.3400414354,0.9372741394,3.9531498169,-0.1444585767,-0.1155511153,0.7085619708,-0.3492166184,0.956849521,-1.0660311939,0
dibstudent03--2016-09-25--16-20.log-6,3.0342869394,-0.3753098313,0.7812754526,-0.488242589,0.4448628727,-1.1041023034,-0.1105679236,-0.387775643,-0.873463624,-0.2287887475,-1.2679120974,-1.1869082721,-0.291077698,-0.1291613554,-0.1530425831,-2.2680503574,-1.8253844716,-1.1503836119,-1.0169298681,0
dibstudent03--2016-09-25--16-20.log-7,2.7987369032,-0.3753098313,-0.7047755645,-0.488242589,0.524485218,-0.2570661018,-0.1105679236,-0.4075654979,-0.8702743914,-0.2254825203,-1.1957827595,-0.4788474683,-0.291077698,-0.1139156399,-0.1530425831,-2.2680503574,-1.8253844716,0.956849521,-0.9678285423,0
dibstudent03--2016-09-25--16-20.log-8,2.563186867,-0.3753098313,-0.2094252255,-0.488242589,0.6286730829,0.745206027,-0.1105679236,-0.3962526997,-0.868802136,-0.2271356339,-1.1236534215,0.9372741394,3.9531498169,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,0.2544384767,-0.9187272165,0
dibstudent03--2016-09-25--16-20.log-9,2.3276368308,-0.3753098313,-0.2094252255,-0.488242589,0.7044512217,-0.026463351,-0.1105679236,-0.3262491047,-0.8661847929,-0.2238294067,-1.0515240835,-1.1869082721,5.2590659753,-0.1444585767,-0.1026508254,-0.2836421386,-0.8412725695,-1.1503836119,-0.8696258907,1
dibstudent03--2016-09-25--17-37.log-2,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,0.0192881752,1.9586680666,-1.2843878567,-0.2588399114,-0.887185045,-0.1940733622,-0.9072654076,-1.1869082721,-0.6175567376,-0.1444585767,-0.1534457171,-0.2836421386,-0.3492166184,-1.1503836119,-1.2133351713,0
dibstudent03--2016-09-25--17-37.log-3,-0.2634135673,-0.3753098313,0.2859251136,-0.488242589,0.0102691122,-0.1562741922,-0.1105679236,1.1062377335,-0.8725030591,-0.1940733622,-0.6187480558,-1.1869082721,-0.291077698,0.122879065,-0.0587092126,-0.2836421386,-0.3492166184,-1.1503836119,-1.1642338455,0
dibstudent03--2016-09-25--17-37.log-4,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,-0.3403146422,0.1109051035,1.0632520095,-0.1662258038,-0.739386299,-0.1577048633,-0.3302307039,-0.1248170664,-0.291077698,0.1189969342,-0.0587092126,-0.2836421386,-0.3492166184,0.956849521,-1.1151325197,0
dibstudent03--2016-09-25--17-37.log-5,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.3253255139,-0.1562741922,-0.1105679236,-0.3022056377,-0.7169347301,-0.1940733622,-0.0417133521,0.9372741394,-0.6175567376,-0.1444585767,-0.1405454272,-0.2836421386,-0.3492166184,-0.0967670454,-1.0660311939,0
dibstudent03--2016-09-25--17-37.log-6,0.4432365413,-0.3753098313,0.2859251136,-0.488242589,-0.3014134814,-0.1510132399,-0.1105679236,-0.3561752268,-0.7057495144,-0.122989478,0.2468039998,-1.1869082721,0.0354013416,0.6019102794,0.0231270019,0.7085619708,0.6348952837,-1.1503836119,-1.0169298681,0
dibstudent03--2016-09-25--17-37.log-7,0.2076865051,-0.3753098313,-0.7047755645,-0.488242589,-0.2739516369,-0.1510132399,-0.1105679236,0.0067695057,-0.6995738934,-0.122989478,0.5353213516,0.9372741394,0.0354013416,-0.1444585767,-0.0776565135,0.7085619708,0.6348952837,0.956849521,-0.9678285423,0
dibstudent03--2016-09-25--17-37.log-8,-0.0278635311,-0.3753098313,-0.2094252255,-0.488242589,-0.2831351226,1.5970008705,1.0632520095,-0.4026029504,-0.6619705255,-0.0039652998,0.8238387035,-0.1790845003,0.0354013416,0.6462559053,-0.0966038144,0.7085619708,0.6348952837,0.956849521,-0.9187272165,0
dibstudent03--2016-09-25--17-37.log-9,-0.2634135673,-0.3753098313,-0.2094252255,-0.488242589,-0.2560078428,1.2770619495,-0.1105679236,-0.2767593837,-0.6600075182,-0.1114176829,1.1123560553,0.9372741394,-0.291077698,-0.1444585767,-0.1344984162,0.7085619708,0.6348952837,-0.0429326223,-0.8696258907,0
dibstudent04--2016-09-20--14-38.log-38,-0.4989636035,-0.3753098313,0.7812754526,-0.488242589,-0.261775077,-0.5035038358,-1.2843878567,9.0108216512,0.1399794666,8.6203282771,0.5552191,-1.1869082721,-0.6175567376,6.7992092419,0.1992965869,0.7085619708,2.1110631369,-1.1503836119,0.5543125575,0
dibstudent04--2016-09-20--14-38.log-39,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.3811742759,-0.5035038358,-1.2843878567,9.0424824024,0.9586974671,8.6203282771,0.6149123452,0.9372741394,-0.6175567376,-0.1444585767,-0.1215981263,0.7085619708,2.1110631369,0.956849521,0.6034138833,0
dibstudent04--2016-09-20--14-38.log-4,1.3854366861,-0.3753098313,-0.2094252255,-0.488242589,0.0649215495,0.8591517003,-1.2843878567,1.163043064,-0.8647531062,-0.1163770237,-1.4743512371,-1.1869082721,0.0354013416,0.5716929168,0.0231270019,0.7085619708,-0.3492166184,-1.1503836119,-1.1151325197,1
dibstudent04--2016-09-20--14-38.log-40,-0.7345136397,-0.3753098313,1.7719761307,-0.488242589,-0.4284468868,-0.0379032428,-1.2843878567,-0.0422526196,1.7802644456,0.2175519207,0.6746055904,-1.1869082721,-0.6175567376,0.2003253448,-0.0901536694,0.7085619708,1.6190071858,-1.1503836119,0.6525152091,0
dibstudent04--2016-09-20--14-38.log-41,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.427029923,0.1989912331,-1.2843878567,0.5457715451,1.813431417,-0.1395206139,0.7342988357,-1.1869082721,2.3207546189,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,-1.1503836119,0.7016165349,0
dibstudent04--2016-09-20--14-38.log-42,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.4278367615,-0.7085240835,-0.1105679236,0.0305867168,1.8977988537,-0.2122576116,0.7939920809,0.9372741394,0.0354013416,-0.1444585767,-0.0966038144,-1.275846248,-0.3492166184,-0.7289369853,0.7507178607,0
dibstudent04--2016-09-20--14-38.log-43,-0.0278635311,-0.3753098313,0.2859251136,-0.488242589,-0.4267514831,0.1989912331,-0.1105679236,-0.397187891,1.9373246602,-0.1395206139,0.8536853261,-0.7620717898,2.3207546189,-0.1444585767,-0.1409485612,-0.2836421386,0.6348952837,0.956849521,0.7998191865,0
dibstudent04--2016-09-20--14-38.log-44,-0.2634135673,-0.3753098313,-0.7047755645,-0.488242589,-0.4241304738,0.1989912331,-1.2843878567,0.0013544463,1.9396972817,-0.1395206139,0.9133785713,0.9372741394,2.3207546189,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,0.956849521,0.8489205123,0
dibstudent04--2016-09-20--14-38.log-45,-0.4989636035,-0.1396898524,-0.2094252255,-0.1304853789,-0.4230017425,-0.7327437187,-1.2843878567,0.8752756462,1.9766463139,-0.2122576116,0.9730718165,0.9372741394,-0.6175567376,-0.1444585767,-0.1534457171,-0.2836421386,0.6348952837,-0.7289369853,0.8980218381,0
dibstudent04--2016-09-20--14-38.log-46,-0.7345136397,-0.1396898524,-0.7047755645,-0.1304853789,-0.4250334262,-0.7327437187,-0.1105679236,-0.3743360387,2.0894380963,-0.2122576116,1.0327650617,0.9372741394,-0.6175567376,-0.1444585767,-0.1469955721,-0.2836421386,0.6348952837,0.956849521,0.9471231639,0
dibstudent04--2016-09-20--14-38.log-47,-0.7345136397,-0.1396898524,0.2859251136,-0.1304853789,-0.4226287666,-0.7327437187,-0.1105679236,-0.3740946991,2.093833924,-0.2122576116,1.0924583069,0.9372741394,-0.6175567376,-0.1444585767,-0.1405454272,-1.275846248,-0.3492166184,0.956849521,0.9962244897,0
dibstudent04--2016-09-20--14-38.log-48,-0.7345136397,-0.1396898524,1.7719761307,-0.1304853789,-0.4202311463,-1.1041023034,-0.1105679236,0.8394367016,2.0982310604,-0.2287887475,1.1521515521,0.9372741394,-0.6175567376,-0.1444585767,-0.1465924381,-1.275846248,-0.8412725695,-0.9588169634,1.0453258155,0
dibstudent04--2016-09-20--14-38.log-49,-0.7345136397,-0.1396898524,0.7812754526,-0.1304853789,-0.4221613372,-0.7327437187,-0.1105679236,-0.3865840282,2.207934378,-0.2122576116,1.2118447973,-0.9938007802,-0.6175567376,-0.1444585767,-0.1405454272,-0.2836421386,0.6348952837,0.956849521,1.0944271413,1
dibstudent04--2016-09-20--14-38.log-5,1.1498866499,-0.3753098313,-0.7047755645,-0.488242589,-0.3142848744,1.0229404942,-1.2843878567,-0.3703237663,-0.7269944882,-0.1874609079,-1.4146579919,0.9372741394,0.0354013416,-0.1444585767,-0.1469955721,0.7085619708,-0.3492166184,-0.3563537357,-1.0660311939,1
dibstudent04--2016-09-20--14-38.log-50,-0.7345136397,-0.1396898524,0.2859251136,-0.1304853789,-0.419806853,-0.7327437187,-0.1105679236,-0.2817068474,2.2112256869,-0.2122576116,1.2715380426,0.9372741394,-0.6175567376,-0.1444585767,-0.1534457171,-1.275846248,-0.3492166184,0.956849521,1.1435284671,1
dibstudent04--2016-09-20--14-38.log-51,-0.2634135673,-0.1396898524,0.2859251136,-0.1304853789,-0.4178299543,-0.7327437187,-0.1105679236,-0.3804600335,2.2236174977,-0.2122576116,1.3312312878,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,0.956849521,1.1926297929,1
dibstudent04--2016-09-20--14-38.log-52,-0.4989636035,-0.1396898524,-0.7047755645,-0.1304853789,-0.4155146753,-0.7327437187,-0.1105679236,-0.3997822927,2.2274623747,-0.2122576116,1.390924533,0.9372741394,-0.6175567376,-0.1444585767,-0.1465924381,-0.2836421386,0.6348952837,0.956849521,1.2417311187,1
dibstudent04--2016-09-20--14-38.log-53,-0.7345136397,-0.1396898524,-0.7047755645,-0.1304853789,-0.4131333176,-0.7327437187,-0.1105679236,-0.4033118858,2.229608596,-0.2122576116,1.4506177782,0.9372741394,-0.6175567376,-0.1444585767,-0.1534457171,-0.2836421386,0.6348952837,0.956849521,1.2908324445,1
dibstudent04--2016-09-20--14-38.log-54,-0.7345136397,-0.1396898524,0.7812754526,-0.1304853789,-0.4107411927,-1.1041023034,-0.1105679236,-0.3290848461,2.2314289581,-0.2287887475,1.5103110234,0.9372741394,-0.6175567376,-0.1444585767,-0.1594927281,-1.275846248,-0.8412725695,-0.9588169634,1.3399337703,1
dibstudent04--2016-09-20--14-38.log-55,-0.2634135673,-0.1396898524,0.7812754526,-0.1304853789,-0.4086336132,-0.7327437187,-0.1105679236,4.5527194028,2.2397102316,-0.2122576116,1.5700042686,-0.9938007802,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,0.956849521,1.3890350961,1
dibstudent04--2016-09-20--14-38.log-56,-0.4989636035,-0.1396898524,-0.7047755645,-0.1304853789,-0.4230076359,-0.7327437187,-0.1105679236,-0.3835069471,2.6715391222,-0.2122576116,1.6296975138,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,0.6348952837,0.956849521,1.4381364219,1
dibstudent04--2016-09-20--14-38.log-57,-0.7345136397,-0.1396898524,-0.7047755645,-0.1304853789,-0.4209646058,-0.7327437187,-0.1105679236,-0.4242933554,2.6750974001,-0.2122576116,1.689390759,0.9372741394,-0.6175567376,-0.1444585767,-0.1534457171,-0.2836421386,0.6348952837,0.956849521,1.4872377477,1
dibstudent04--2016-09-20--14-38.log-6,0.9143366137,-0.3753098313,-0.2094252255,-0.488242589,-0.2817804563,0.6968423942,-1.2843878567,0.1307426899,-0.7222714926,-0.2139107252,-1.3549647467,-1.1869082721,1.3413175001,-0.1237242859,-0.1469955721,-0.2836421386,-0.8412725695,-1.1503836119,-1.0169298681,0
dibstudent04--2016-09-20--14-38.log-7,0.6787865775,-0.2574998419,-0.2094252255,-0.1304853789,-0.3013045502,0.394614809,-1.2843878567,-0.2626108441,-0.6740338597,-0.2106044981,-1.2952715015,0.5832437374,-0.291077698,-0.1237479552,-0.1340952822,-0.2836421386,-0.8412725695,0.956849521,-0.9678285423,0
dibstudent04--2016-09-20--14-38.log-8,0.4432365413,-0.2574998419,-0.7047755645,-0.1304853789,-0.285080916,-1.0393492727,-1.2843878567,-0.3460389596,-0.6599865794,-0.2271356339,-1.2355782563,0.9372741394,-0.291077698,-0.1444585767,-0.1534457171,-0.2836421386,-0.8412725695,-0.7991780897,-0.9187272165,0
dibstudent04--2016-09-20--14-38.log-9,0.2076865051,-0.2574998419,-0.7047755645,-0.1304853789,-0.2632351885,-1.071725788,-1.2843878567,-0.3748036344,-0.6531566227,-0.2238294067,-1.1758850111,-0.1248170664,-0.291077698,-0.1444585767,-0.1469955721,-0.2836421386,-0.8412725695,0.956849521,-0.8696258907,0
dibstudent04--2016-09-20--15-33.log-1,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,-0.0656944055,-1.0692186505,-0.1105679236,-0.3278932314,-0.8960997156,-0.1940733622,-1.3654988488,-1.1869082721,-0.291077698,-0.1165333617,-0.0147675999,-0.2836421386,0.1428393326,-1.1503836119,-1.2624364971,0
dibstudent04--2016-09-20--15-33.log-10,-0.0278635311,-0.3753098313,-0.7047755645,-0.488242589,-0.2894107954,0.9012378773,-1.2843878567,-0.1091791336,-0.5947780941,-0.1081114557,0.4674349159,-0.3257532404,-0.6175567376,-0.0895682379,-0.1534457171,-0.2836421386,-0.8412725695,0.956849521,-0.8205245649,1
dibstudent04--2016-09-20--15-33.log-11,-0.2634135673,-0.3753098313,-0.7047755645,-0.488242589,-0.2872872212,0.9012378773,-1.2843878567,0.1170617459,-0.5674176982,-0.1081114557,0.6710942231,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,-0.8412725695,0.956849521,-0.7714232391,1
dibstudent04--2016-09-20--15-33.log-12,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,-0.2980190943,1.223982796,-1.2843878567,-0.39601136,-0.520428538,-0.1411737275,0.8747535303,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-0.2836421386,-0.8412725695,0.3873270527,-0.7223219133,1
dibstudent04--2016-09-20--15-33.log-13,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.2805146989,1.223982796,-1.2843878567,0.0942098937,-0.5179551488,-0.1411737275,1.0784128375,0.9372741394,-0.6175567376,-0.1444585767,-0.1534457171,-0.2836421386,-0.8412725695,0.956849521,-0.6732205875,1
dibstudent04--2016-09-20--15-33.log-14,-0.2634135673,-0.3753098313,0.2859251136,-0.488242589,-0.2896918942,-1.0035055677,-0.1105679236,-0.391531492,-0.4729080571,-0.1577048633,1.2820721446,-1.1869082721,0.0354013416,-0.0897338082,-0.1405454272,-0.2836421386,-0.8412725695,-1.1503836119,-0.6241192617,1
dibstudent04--2016-09-20--15-33.log-15,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,-0.274291612,-1.0989132486,-0.1105679236,-0.3302462934,-0.4700250538,-0.2122576116,1.4857314518,-1.1869082721,-0.6175567376,-0.1307876938,-0.1469955721,-1.275846248,-1.3333285205,-1.1503836119,-0.5750179359,1
dibstudent04--2016-09-20--15-33.log-16,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.2623457889,-1.10405462,-0.1105679236,-0.4242933554,-0.4618458566,-0.2271356339,1.689390759,0.9372741394,-0.6175567376,-0.1444585767,-0.1534457171,-1.275846248,-1.3333285205,-0.767250315,-0.5259166101,0
dibstudent04--2016-09-20--15-33.log-2,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,0.02663205,-1.0798207296,-0.1105679236,1.681998825,-0.887715057,-0.2122576116,-1.1618395416,-1.1869082721,-0.6175567376,-0.1444585767,-0.1530425831,-1.275846248,-0.3492166184,-1.1503836119,-1.2133351713,0
dibstudent04--2016-09-20--15-33.log-3,-0.7345136397,-0.3753098313,1.2766257917,-0.488242589,-0.4070928249,0.0426794853,-1.2843878567,-0.419104552,-0.704747072,-0.0485993667,-0.9581802344,-1.1869082721,-0.291077698,-0.0058988673,-0.0901536694,-0.2836421386,0.6348952837,-1.1503836119,-1.1642338455,0
dibstudent04--2016-09-20--15-33.log-4,-0.7345136397,-0.3753098313,1.7719761307,-0.488242589,-0.3726928377,-1.101658268,-0.1105679236,-0.2423383098,-0.7041542438,-0.2205231796,-0.7545209272,-1.1869082721,-0.6175567376,-0.1369039215,-0.1155511153,-1.275846248,-0.8412725695,-1.1503836119,-1.1151325197,0
dibstudent04--2016-09-20--15-33.log-5,-0.4989636035,-0.3753098313,1.7719761307,-0.488242589,-0.3516517072,0.0426794853,-1.2843878567,-0.2041613869,-0.688348109,-0.0485993667,-0.55086162,-1.1869082721,-0.291077698,-0.1444585767,-0.1534457171,-0.2836421386,0.6348952837,-1.1503836119,-1.0660311939,0
dibstudent04--2016-09-20--15-33.log-6,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.3359345847,0.1696849989,-1.2843878567,0.1592509412,-0.6692284178,-0.1395206139,-0.3472023129,-1.1869082721,-0.6175567376,-0.0754709006,-0.1530425831,-0.2836421386,0.1428393326,-1.1503836119,-1.0169298681,0
dibstudent04--2016-09-20--15-33.log-7,0.6787865775,-0.3753098313,0.7812754526,-0.488242589,-0.3451769991,1.4569387022,-1.2843878567,-0.2871219068,-0.6185789033,-0.2221762932,-0.1435430057,-1.1869082721,1.3413175001,-0.1381891371,-0.1530425831,-1.275846248,-1.3333285205,-1.1503836119,-0.9678285423,0
dibstudent04--2016-09-20--15-33.log-8,0.4432365413,-0.3753098313,-0.2094252255,-0.488242589,-0.3284104913,1.427862358,-1.2843878567,-0.3644260276,-0.6066372755,-0.2139107252,0.0601163015,-1.1869082721,-0.6175567376,-0.1319283575,-0.1469955721,-0.2836421386,-0.8412725695,-1.1503836119,-0.9187272165,1
dibstudent04--2016-09-20--15-33.log-9,0.2076865051,-0.3753098313,-0.7047755645,-0.488242589,-0.3080524631,0.8932693256,-1.2843878567,-0.3481657657,-0.6014025894,-0.1808484535,0.2637756087,-0.4788474683,-0.6175567376,-0.1194327067,-0.1469955721,-0.2836421386,-0.8412725695,0.956849521,-0.8696258907,1
dibstudent04--2016-09-25--11-53.log-10,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.4834995018,-0.3220549666,-1.2843878567,11.8821003271,0.4329255903,5.687704776,1.4008734072,0.9372741394,-0.6175567376,-0.1444585767,-0.1409485612,0.7085619708,1.1269512348,0.956849521,-0.8205245649,0
dibstudent04--2016-09-25--11-53.log-11,-0.7345136397,0.0959301264,3.2580271479,0.2272718312,-0.5079948154,-1.1041023034,-1.2843878567,-0.4242933554,1.5006942537,-0.2304418611,1.689390759,-1.1869082721,-0.6175567376,-0.1444585767,-0.1409485612,-2.2680503574,-1.8253844716,-1.1503836119,-0.7714232391,0
dibstudent04--2016-09-25--11-53.log-2,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,-0.1163770419,-0.4433069412,-1.2843878567,0.3379026498,-0.8741388985,0.7382827002,-0.9072654076,-0.1248170664,-0.6175567376,0.2056305842,1.805785823,-1.275846248,0.1428393326,0.956849521,-1.2133351713,0
dibstudent04--2016-09-25--11-53.log-3,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.2882960173,-0.3626705814,-1.2843878567,0.0786434834,-0.8077028792,0.2539204195,-0.6187480558,0.9372741394,-0.6175567376,-0.1444585767,-0.0647562235,-1.275846248,0.1428393326,-0.0967670454,-1.1642338455,0
dibstudent04--2016-09-25--11-53.log-4,-0.7345136397,-0.3753098313,0.2859251136,-0.488242589,-0.3188255736,-0.26781467,-1.2843878567,-0.1256807352,-0.7572378874,1.2887695242,-0.3302307039,-1.1869082721,-0.6175567376,0.890936172,1.9444639403,-0.2836421386,1.1269512348,-1.1503836119,-1.1151325197,0
dibstudent04--2016-09-25--11-53.log-5,-0.4989636035,-0.3753098313,1.7719761307,-0.488242589,-0.3206101063,-0.0008873055,-1.2843878567,0.5382447634,-0.7213514965,2.3798244908,-0.0417133521,-1.1869082721,-0.291077698,1.4756644078,2.9144044929,-0.2836421386,1.6190071858,-1.1503836119,-1.0660311939,0
dibstudent04--2016-09-25--11-53.log-6,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.3592382947,-0.3220549666,-1.2843878567,4.9585773497,-0.6369631211,5.687704776,0.2468039998,-1.1869082721,-0.6175567376,2.9102947919,0.1110102274,0.7085619708,2.1110631369,-1.1503836119,-1.0169298681,0
dibstudent04--2016-09-25--11-53.log-7,-0.7345136397,0.0959301264,3.7533774869,-0.1304853789,-0.464265383,-1.1041023034,-1.2843878567,2.3768158044,-0.1698812366,-0.2304418611,0.5353213516,-1.1869082721,-0.6175567376,-0.1444585767,-0.1405454272,-2.2680503574,-1.8253844716,-1.1503836119,-0.9678285423,0
